PoolList;description;Patch
3716;Mineral nodes - Wetlands - multinodes subzone 29;7
3717;Mineral nodes - Wetlands - multinodes subzone 29;7
3720;Mineral nodes - Wetlands - multinodes subzone 30;7
3723;Mineral nodes - Wetlands - multinodes subzone 34;7
3835;Mineral nodes - The Barrens - subzone 25;7
3844;Mineral nodes - The Barrens - subzone 62;7
3845;Mineral nodes - The Barrens - subzone 79;7
3849;Mineral nodes - The Barrens - subzone 86;7
3850;Mineral nodes - The Barrens - subzone 89;7
3851;Mineral nodes - The Barrens - subzone 94;7
3852;Mineral nodes - The Barrens - subzone 100;7
3853;Mineral nodes - The Barrens - subzone 106;7
3855;Mineral nodes - The Barrens - multinodes subzone 107;7
3856;Mineral nodes - The Barrens - subzone 108;7
3857;Mineral nodes - The Barrens - subzone 116;7
3861;Mineral nodes - The Barrens - subzone 125;7
3863;Mineral nodes - The Barrens - subzone 142;7
3864;Mineral nodes - The Barrens - subzone 143;7
4359;Mineral nodes - Alterac Mountains - multinodes subzone 24;7
4670;Mineral nodes - Redridge Mountains - multinodes subzone 1;7
4672;Mineral nodes - Redridge Mountains - multinodes subzone 2;7
4673;Mineral nodes - Redridge Mountains - multinodes subzone 2;7
4674;Mineral nodes - Redridge Mountains - multinodes subzone 2;7
4675;Mineral nodes - Redridge Mountains - multinodes subzone 2;7
4676;Mineral nodes - Redridge Mountains - multinodes subzone 2;7
4677;Mineral nodes - Redridge Mountains - multinodes subzone 2;7
4678;Mineral nodes - Redridge Mountains - multinodes subzone 2;7
4680;Mineral nodes - Redridge Mountains - multinodes subzone 3;7
4681;Mineral nodes - Redridge Mountains - multinodes subzone 3;7
4683;Mineral nodes - Redridge Mountains - multinodes subzone 3;7
4684;Mineral nodes - Redridge Mountains - multinodes subzone 3;7
4685;Mineral nodes - Redridge Mountains - multinodes subzone 3;7
4686;Mineral nodes - Redridge Mountains - multinodes subzone 3;7
4687;Mineral nodes - Redridge Mountains - multinodes subzone 3;7
4689;Mineral nodes - Redridge Mountains - multinodes subzone 5;7
4690;Mineral nodes - Redridge Mountains - multinodes subzone 5;7
4691;Mineral nodes - Redridge Mountains - multinodes subzone 5;7
4692;Mineral nodes - Redridge Mountains - multinodes subzone 5;7
4694;Mineral nodes - Redridge Mountains - multinodes subzone 6;7
4695;Mineral nodes - Redridge Mountains - multinodes subzone 6;7
4696;Mineral nodes - Redridge Mountains - multinodes subzone 6;7
4697;Mineral nodes - Redridge Mountains - multinodes subzone 6;7
4698;Mineral nodes - Redridge Mountains - multinodes subzone 6;7
4699;Mineral nodes - Redridge Mountains - multinodes subzone 6;7
4700;Mineral nodes - Redridge Mountains - multinodes subzone 6;7
4701;Mineral nodes - Redridge Mountains - multinodes subzone 6;7
4703;Mineral nodes - Redridge Mountains - multinodes subzone 7;7
4704;Mineral nodes - Redridge Mountains - multinodes subzone 7;7
4705;Mineral nodes - Redridge Mountains - multinodes subzone 7;7
4706;Mineral nodes - Redridge Mountains - multinodes subzone 7;7
4707;Mineral nodes - Redridge Mountains - multinodes subzone 7;7
4709;Mineral nodes - Redridge Mountains - multinodes subzone 9;7
4711;Mineral nodes - Redridge Mountains - multinodes subzone 10;7
4712;Mineral nodes - Redridge Mountains - multinodes subzone 10;7
4714;Mineral nodes - Redridge Mountains - multinodes subzone 11;7
4715;Mineral nodes - Redridge Mountains - multinodes subzone 11;7
4716;Mineral nodes - Redridge Mountains - multinodes subzone 11;7
4718;Mineral nodes - Redridge Mountains - multinodes subzone 12;7
4719;Mineral nodes - Redridge Mountains - multinodes subzone 12;7
4720;Mineral nodes - Redridge Mountains - multinodes subzone 12;7
4721;Mineral nodes - Redridge Mountains - multinodes subzone 12;7
4722;Mineral nodes - Redridge Mountains - multinodes subzone 12;7
4723;Mineral nodes - Redridge Mountains - multinodes subzone 12;7
4725;Mineral nodes - Redridge Mountains - multinodes subzone 13;7
4726;Mineral nodes - Redridge Mountains - multinodes subzone 13;7
4727;Mineral nodes - Redridge Mountains - multinodes subzone 13;7
4728;Mineral nodes - Redridge Mountains - multinodes subzone 13;7
4729;Mineral nodes - Redridge Mountains - multinodes subzone 13;7
4731;Mineral nodes - Redridge Mountains - multinodes subzone 14;7
4733;Mineral nodes - Redridge Mountains - multinodes subzone 15;7
4734;Mineral nodes - Redridge Mountains - multinodes subzone 15;7
4735;Mineral nodes - Redridge Mountains - multinodes subzone 15;7
4736;Mineral nodes - Redridge Mountains - multinodes subzone 15;7
4737;Mineral nodes - Redridge Mountains - multinodes subzone 15;7
4738;Mineral nodes - Redridge Mountains - multinodes subzone 15;7
4739;Mineral nodes - Redridge Mountains - multinodes subzone 15;7
4740;Mineral nodes - Redridge Mountains - multinodes subzone 15;7
4742;Mineral nodes - Redridge Mountains - multinodes subzone 16;7
4743;Mineral nodes - Redridge Mountains - multinodes subzone 16;7
4744;Mineral nodes - Redridge Mountains - multinodes subzone 16;7
4745;Mineral nodes - Redridge Mountains - multinodes subzone 16;7
4746;Mineral nodes - Redridge Mountains - multinodes subzone 16;7
4747;Mineral nodes - Redridge Mountains - multinodes subzone 16;7
4748;Mineral nodes - Redridge Mountains - multinodes subzone 16;7
4749;Mineral nodes - Redridge Mountains - multinodes subzone 16;7
4750;Mineral nodes - Redridge Mountains - multinodes subzone 16;7
4751;Mineral nodes - Redridge Mountains - multinodes subzone 16;7
4752;Mineral nodes - Redridge Mountains - multinodes subzone 16;7
4753;Mineral nodes - Redridge Mountains - multinodes subzone 16;7
4754;Mineral nodes - Redridge Mountains - multinodes subzone 16;7
4756;Mineral nodes - Redridge Mountains - multinodes subzone 17;7
4757;Mineral nodes - Redridge Mountains - multinodes subzone 17;7
4758;Mineral nodes - Redridge Mountains - multinodes subzone 17;7
4759;Mineral nodes - Redridge Mountains - multinodes subzone 17;7
4761;Mineral nodes - Redridge Mountains - multinodes subzone 18;7
4762;Mineral nodes - Redridge Mountains - multinodes subzone 18;7
4763;Mineral nodes - Redridge Mountains - multinodes subzone 18;7
4764;Mineral nodes - Redridge Mountains - multinodes subzone 18;7
4765;Mineral nodes - Redridge Mountains - multinodes subzone 18;7
4766;Mineral nodes - Redridge Mountains - multinodes subzone 18;7
4767;Mineral nodes - Redridge Mountains - multinodes subzone 18;7
4768;Mineral nodes - Redridge Mountains - multinodes subzone 18;7
4769;Mineral nodes - Redridge Mountains - multinodes subzone 18;7
4771;Mineral nodes - Redridge Mountains - multinodes subzone 19;7
4773;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4774;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4775;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4776;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4777;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4778;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4779;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4780;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4781;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4782;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4783;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4784;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4785;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4786;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4787;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4788;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4789;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4790;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4791;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4792;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4793;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
4794;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
5676;Mineral nodes - Hillsbrad Foothills - multinodes subzone 3;7
5680;Mineral nodes - Hillsbrad Foothills - multinodes subzone 4;7
5681;Mineral nodes - Hillsbrad Foothills - multinodes subzone 4;7
5682;Mineral nodes - Hillsbrad Foothills - multinodes subzone 4;7
5689;Mineral nodes - Hillsbrad Foothills - multinodes subzone 4;7
5693;Mineral nodes - Hillsbrad Foothills - multinodes subzone 7;7
5694;Mineral nodes - Hillsbrad Foothills - multinodes subzone 7;7
5702;Mineral nodes - Hillsbrad Foothills - multinodes subzone 8;7
5703;Mineral nodes - Hillsbrad Foothills - multinodes subzone 8;7
5704;Mineral nodes - Hillsbrad Foothills - multinodes subzone 8;7
5706;Mineral nodes - Hillsbrad Foothills - multinodes subzone 9;7
5707;Mineral nodes - Hillsbrad Foothills - multinodes subzone 9;7
5708;Mineral nodes - Hillsbrad Foothills - multinodes subzone 9;7
5709;Mineral nodes - Hillsbrad Foothills - multinodes subzone 9;7
5710;Mineral nodes - Hillsbrad Foothills - multinodes subzone 9;7
5712;Mineral nodes - Hillsbrad Foothills - multinodes subzone 10;7
5713;Mineral nodes - Hillsbrad Foothills - multinodes subzone 10;7
5714;Mineral nodes - Hillsbrad Foothills - multinodes subzone 10;7
5722;Mineral nodes - Hillsbrad Foothills - multinodes subzone 12;7
5723;Mineral nodes - Hillsbrad Foothills - multinodes subzone 12;7
5724;Mineral nodes - Hillsbrad Foothills - multinodes subzone 12;7
5725;Mineral nodes - Hillsbrad Foothills - multinodes subzone 12;7
5729;Mineral nodes - Hillsbrad Foothills - multinodes subzone 13;7
5730;Mineral nodes - Hillsbrad Foothills - multinodes subzone 13;7
5731;Mineral nodes - Hillsbrad Foothills - multinodes subzone 13;7
5735;Mineral nodes - Hillsbrad Foothills - multinodes subzone 14;7
5736;Mineral nodes - Hillsbrad Foothills - multinodes subzone 14;7
5737;Mineral nodes - Hillsbrad Foothills - multinodes subzone 14;7
5738;Mineral nodes - Hillsbrad Foothills - multinodes subzone 14;7
5739;Mineral nodes - Hillsbrad Foothills - multinodes subzone 14;7
5741;Mineral nodes - Hillsbrad Foothills - multinodes subzone 15;7
5742;Mineral nodes - Hillsbrad Foothills - multinodes subzone 15;7
5743;Mineral nodes - Hillsbrad Foothills - multinodes subzone 15;7
5744;Mineral nodes - Hillsbrad Foothills - multinodes subzone 15;7
5745;Mineral nodes - Hillsbrad Foothills - multinodes subzone 15;7
5747;Mineral nodes - Hillsbrad Foothills - multinodes subzone 19;7
5748;Mineral nodes - Hillsbrad Foothills - multinodes subzone 19;7
5749;Mineral nodes - Hillsbrad Foothills - multinodes subzone 19;7
5751;Mineral nodes - Hillsbrad Foothills - multinodes subzone 20;7
5752;Mineral nodes - Hillsbrad Foothills - multinodes subzone 20;7
5753;Mineral nodes - Hillsbrad Foothills - multinodes subzone 20;7
5754;Mineral nodes - Hillsbrad Foothills - multinodes subzone 20;7
5755;Mineral nodes - Hillsbrad Foothills - multinodes subzone 20;7
5757;Mineral nodes - Hillsbrad Foothills - multinodes subzone 22;7
5765;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;7
5766;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;7
5767;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;7
5784;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;7
5786;Mineral nodes - Hillsbrad Foothills - multinodes subzone 27;7
5801;Mineral nodes - Hillsbrad Foothills - multinodes subzone 29;7
5811;Mineral nodes - Ashenvale - subzone 3;7
5821;Mineral nodes - Ashenvale - subzone 21;7
5829;Mineral nodes - Ashenvale - multinodes subzone 35;7
5830;Mineral nodes - Ashenvale - multinodes subzone 35;7
5836;Mineral nodes - Ashenvale - subzone 50;7
5837;Mineral nodes - Ashenvale - subzone 51;7
5840;Mineral nodes - Ashenvale - subzone 58;7
5841;Mineral nodes - Ashenvale - subzone 59;7
5842;Mineral nodes - Ashenvale - subzone 60;7
5843;Mineral nodes - Ashenvale - subzone 61;7
5845;Mineral nodes - Ashenvale - subzone 69;7
5846;Mineral nodes - Ashenvale - subzone 70;7
5847;Mineral nodes - Ashenvale - subzone 74;7
5850;Mineral nodes - Ashenvale - subzone 77;7
5852;Mineral nodes - Ashenvale - subzone 79;7
5853;Mineral nodes - Ashenvale - subzone 84;7
5854;Mineral nodes - Ashenvale - subzone 85;7
5855;Mineral nodes - Ashenvale - subzone 86;7
5856;Mineral nodes - Ashenvale - subzone 87;7
5857;Mineral nodes - Ashenvale - subzone 88;7
5859;Mineral nodes - Ashenvale - subzone 92;7
5860;Mineral nodes - Ashenvale - subzone 93;7
5861;Mineral nodes - Ashenvale - subzone 94;7
5862;Mineral nodes - Ashenvale - subzone 95;7
5863;Mineral nodes - Ashenvale - subzone 101;7
5864;Mineral nodes - Ashenvale - subzone 102;7
5866;Mineral nodes - Ashenvale - multinodes subzone 104;7
5867;Mineral nodes - Ashenvale - subzone 112;7
5872;Mineral nodes - Tirisfal Glades - multinodes subzone 5;7
5989;Mineral nodes - Silverpine Forest - multinodes subzone 5;7
5990;Mineral nodes - Silverpine Forest - multinodes subzone 5;7
5992;Mineral nodes - Silverpine Forest - multinodes subzone 7;7
5994;Mineral nodes - Silverpine Forest - multinodes subzone 8;7
5996;Mineral nodes - Silverpine Forest - multinodes subzone 9;7
5998;Mineral nodes - Silverpine Forest - multinodes subzone 10;7
5999;Mineral nodes - Silverpine Forest - multinodes subzone 10;7
6001;Mineral nodes - Silverpine Forest - multinodes subzone 11;7
6002;Mineral nodes - Silverpine Forest - multinodes subzone 11;7
6003;Mineral nodes - Silverpine Forest - multinodes subzone 11;7
6005;Mineral nodes - Silverpine Forest - multinodes subzone 12;7
6006;Mineral nodes - Silverpine Forest - multinodes subzone 12;7
6008;Mineral nodes - Silverpine Forest - multinodes subzone 13;7
6009;Mineral nodes - Silverpine Forest - multinodes subzone 13;7
6010;Mineral nodes - Silverpine Forest - multinodes subzone 13;7
6011;Mineral nodes - Silverpine Forest - multinodes subzone 13;7
6013;Mineral nodes - Silverpine Forest - multinodes subzone 14;7
6014;Mineral nodes - Silverpine Forest - multinodes subzone 14;7
6015;Mineral nodes - Silverpine Forest - multinodes subzone 14;7
6016;Mineral nodes - Silverpine Forest - multinodes subzone 14;7
6017;Mineral nodes - Silverpine Forest - multinodes subzone 14;7
6018;Mineral nodes - Silverpine Forest - multinodes subzone 14;7
6019;Mineral nodes - Silverpine Forest - multinodes subzone 14;7
6020;Mineral nodes - Silverpine Forest - multinodes subzone 14;7
6022;Mineral nodes - Silverpine Forest - multinodes subzone 15;7
6023;Mineral nodes - Silverpine Forest - multinodes subzone 15;7
6024;Mineral nodes - Silverpine Forest - multinodes subzone 15;7
6025;Mineral nodes - Silverpine Forest - multinodes subzone 15;7
6026;Mineral nodes - Silverpine Forest - multinodes subzone 15;7
6028;Mineral nodes - Silverpine Forest - multinodes subzone 16;7
6029;Mineral nodes - Silverpine Forest - multinodes subzone 16;7
6030;Mineral nodes - Silverpine Forest - multinodes subzone 16;7
6031;Mineral nodes - Silverpine Forest - multinodes subzone 16;7
6032;Mineral nodes - Silverpine Forest - multinodes subzone 16;7
6033;Mineral nodes - Silverpine Forest - multinodes subzone 16;7
6034;Mineral nodes - Silverpine Forest - multinodes subzone 16;7
6035;Mineral nodes - Silverpine Forest - multinodes subzone 16;7
6037;Mineral nodes - Silverpine Forest - multinodes subzone 17;7
6039;Mineral nodes - Silverpine Forest - multinodes subzone 18;7
6040;Mineral nodes - Silverpine Forest - multinodes subzone 18;7
6041;Mineral nodes - Silverpine Forest - multinodes subzone 18;7
6043;Mineral nodes - Silverpine Forest - multinodes subzone 19;7
6044;Mineral nodes - Silverpine Forest - multinodes subzone 19;7
6045;Mineral nodes - Silverpine Forest - multinodes subzone 19;7
6047;Mineral nodes - Silverpine Forest - multinodes subzone 20;7
6048;Mineral nodes - Silverpine Forest - multinodes subzone 20;7
6049;Mineral nodes - Silverpine Forest - multinodes subzone 20;7
6050;Mineral nodes - Silverpine Forest - multinodes subzone 20;7
6051;Mineral nodes - Silverpine Forest - multinodes subzone 20;7
6053;Mineral nodes - Silverpine Forest - multinodes subzone 21;7
6054;Mineral nodes - Silverpine Forest - multinodes subzone 21;7
6055;Mineral nodes - Silverpine Forest - multinodes subzone 21;7
6056;Mineral nodes - Silverpine Forest - multinodes subzone 21;7
6058;Mineral nodes - Silverpine Forest - multinodes subzone 22;7
6059;Mineral nodes - Silverpine Forest - multinodes subzone 22;7
6060;Mineral nodes - Silverpine Forest - multinodes subzone 22;7
6061;Mineral nodes - Silverpine Forest - multinodes subzone 22;7
6062;Mineral nodes - Silverpine Forest - multinodes subzone 22;7
6063;Mineral nodes - Silverpine Forest - multinodes subzone 22;7
6064;Mineral nodes - Silverpine Forest - multinodes subzone 22;7
6065;Mineral nodes - Silverpine Forest - multinodes subzone 22;7
6067;Mineral nodes - Silverpine Forest - multinodes subzone 23;7
6068;Mineral nodes - Silverpine Forest - multinodes subzone 23;7
6069;Mineral nodes - Silverpine Forest - multinodes subzone 23;7
6070;Mineral nodes - Silverpine Forest - multinodes subzone 23;7
6071;Mineral nodes - Silverpine Forest - multinodes subzone 23;7
6072;Mineral nodes - Silverpine Forest - multinodes subzone 23;7
6073;Mineral nodes - Silverpine Forest - multinodes subzone 23;7
