GossipList;;Patch
4242;"The needle is small, but the thread is strong, and the stitches are fine. Our pact with Thrall and the others will hold. The Horde will not be driven from these lands.

It's been so long since I was a novice myself that I don't think I'd be the best teacher for you. Try talking to Tarn or Mak, right over there. One of them should be able to answer your questions.

Cairne has brought us to a land rich with possibilities for the future. We have been fortunate, and so in turn we pass on our good fortune to others. That is why I began teaching, $N.";6
4261;I can tell that your wardrobe is in dire need of care.;6
4262;"Life is like a carefully woven tapestry.

Hmm... the things you need to learn are a little above my head. Have a talk with Sellandus over at Larson's Clothiers just up the path to the right. He taught me everything I know!";6
4263;Needlework requires a steady hand. And patience... above all, patience.;6
4264;"Welcome to me shop. What can I do for ye'?

Hold on there, I'm just an assistant. If ye want to start learnin' the fancy stuff, talk to old Stonebrew over there.

Excellent! I've been hopin' for a new student. Well, let's get started right away then!";6
4265;"We use many animal pelts and skins in our creations. 

I know a few things, but I'm no expert. Lucky for you, Magar is. He's standing near the back of the shop. See if he can help you, but be careful not to rile him. He can be irritable.";6
4266;No part of the animals we hunt is wasted. ;6
4267;"Pleased to make you acquaintance. May I help you?

I am knowledgable, but I am not an expert. You know who you should talk to? Rhiannon! She's not far. Ask around for her in Undercity

So... you want to be a tailor? Very well, we'll see if you have what it takes.";6
4268;"We don't get many visitors out here. May I interest you in something?

I'm just a student myself, really. Rhiannon's the expert. She's standing by the crates over there. You can learn a lot from her.

Yes, I think you have potential. Maybe I can show you a thing or two.";6
4269;"There is no greater way to clear the mind than to weave.

My education is ongoing, and your knowledge surpasses mine. If you wish to learn more you must speak to Me'lynn. She will guide you.";6
4270;Hey mon, what can I be doin' for you?;6
4303;The fish off the coast of Teldrassil are quite large and robust.  Rumors say it is the speedy growth of our new world tree that is the cause.;6
4304;Although the coast of Darkshore is more dangerous than that of Teldrassil, many fishers find profit here.;6
4344;Good day to you.;6
4345;"Ah, this Darnassian fabric is the finest!

Well, aren't you the smarty-pants? Ye know more than I do, I can tell ye that! Don't go getting' a big head, but if ye want to keep learnin', have a chat with Georgio Bolero in Stormwind. They say he knows his tailorin'!

I don't have time to babysit! Go talk to me assistant, Uthrar! 

Hmm... you show a little promise, I'll give you that. Okay then, where were we?";6
4347;"I made a lot of the things you see in the store. What do you think? Answer carefully, your life may depend on it.

About time you showed me some results! Now I'll show you results!";6
4348;"They say a stitch in time saves... what, eleven? Ah, I can't remember. Stupid saying anyway.

Not bad... for an amateur! Still, you know about as much as I do. If you wanna' learn more you're gonna' have to talk to Josef Gregorian in Undercity.

Well well, not too bad. Maybe I CAN show you a few things...

Yeah, you know a few things! If you wanna' learn more you're gonna' have to talk to Georgio Bolero in Stormwind.";6
4349;"What a fine day! It inspires me to create a new design.

Your talents excel! You are truly inspired. To continue your pursuit of knowledge, speak with Georgio Bolero in Stormwind. He is held in high regard, and will be able to further your instruction.";6
4350;Welcome to our tent. May I assist you?;6
4351;Aren't the patterns beautiful? Each one speaks with its own voice.;6
4352;"Tailoring can come in very handy. I once had to sew my arm back on.

Good, you've got some grit! I like that. Well then, let's get going!";6
4353;Yes, I've been running this shop for some time now. Business has been pretty good lately. A lot of new adventurers coming through...;6
4354;"Cloth is okay. Personally I prefer to work with human skin.

I will instruct you when the time is right... that time is not now. You have much more to learn first!";6
4356;The place is a bit drafty... but what do I care? I'm dead.;6
4361;"The best miner has a firm grip on $ghis:her; pick, a stout heart in $ghis:her; chest, and thick, black dust in $ghis:her; hair.";6
4741;"Fish so delicious. You come learn fish? Eat fish? Mmmmm...

Yap, I can teach ye to fish.

Your skill exceeds mine, though  I've heard that Old Man Heming in Booty Bay has copies of ""The Bass and You"".  That is sure to help you increase your skill.";6
4742;"Your skill exceeds mine, though  I've heard that Old Man Heming in Booty Bay has copies of ""The Bass and You"".  That is sure to help you increase your skill.

I can teach you fishing skills.";6
4744;"Your skill exceeds mine, though  I've heard that Old Man Heming in Booty Bay has copies of ""The Bass and You"".  That is sure to help you increase your skill.

I can teach you fishing skills.";6
4747;"Cooking is a life long pursuit and I see we share the same passion!

I can teach you how to cook!";6
4748;"I keep 'em fed, kid. Yep, Daryl Riknussun, at yer service.

Cooking is a life long pursuit and I see we share the same passion!

Seek out Shandrina in Silverwind Refuge.  She can sell you the ""Expert Cookbook"".";6
4749;"Can Zamja help you, $r?

Cooking is a life long pursuit and I see we share the same passion!";6
4762;"I've heard it said that Deneb Walker, holed up in Stromgarde, has a book that is sure to help improve your First Aid techniques.

I can train you in First Aid techniques.";6
4843;Between the light and the dark, there is shadow... and those shadows have powers you have yet to see.;6
